Timestamp,Latitude,Longitude,Altitude
1694601572456306322,-34.3957132833644,-70.80956950399452,405.08160011593685
1694601572506595638,-34.39571364283906,-70.80956956561009,405.07086484175204
1694601572657570927,-34.3957139904583,-70.80956961341064,405.06423982444375
1694601572742402721,-34.39571432409329,-70.80956973880657,405.04527984767185
1694601572847162689,-34.39571466639189,-70.80956991077366,405.0045819667259
1694601572938559686,-34.39571505927027,-70.80956999261038,404.9779901961162
1694601573069318109,-34.39571539938019,-70.80957009613682,404.9601569167256
1694601573166440923,-34.39571578487785,-70.8095702144771,404.937641439021
1694601573275667100,-34.3957162398918,-70.80957029107269,404.9281645632104
1694601573352628932,-34.395716685758124,-70.80957036776535,404.894287224576
1694601573447386503,-34.395717110059294,-70.80957042804664,404.88234362741935
1694601573535609648,-34.39571754396544,-70.80957054169372,404.8699543069572
1694601573696310664,-34.3957179941718,-70.80957051380128,404.91314917146525
1694601573776833529,-34.3957184597269,-70.80957046824295,404.9492046042027
1694601573841068049,-34.39571894658016,-70.80957046573435,404.98486159722273
1694601573901855104,-34.395719417660416,-70.80957051880134,405.027951389565
1694601574025993945,-34.395719908055156,-70.80957051674793,405.0564122074606
1694601574126775000,-34.395720349655065,-70.80957050204596,405.06983326172843
1694601574227240084,-34.39572078380732,-70.80957048164075,405.0907617873764
1694601574313869267,-34.39572120460324,-70.80957051452165,405.1153885707125
1694601574427585747,-34.39572158975217,-70.80957048849456,405.1422520373828
1694601574512780119,-34.395722014825644,-70.8095704742944,405.1861982933554
1694601574631902618,-34.39572251631053,-70.80957049196603,405.17135916320046
1694601574732541663,-34.39572294302098,-70.80957059821313,405.1194591340769
1694601574833640373,-34.395723293170036,-70.80957070893675,405.08344025272976
1694601574920585456,-34.39572366184594,-70.80957080681806,405.0607155930863
1694601575037484333,-34.395724132740526,-70.80957083385033,405.04351882619943
1694601575129769363,-34.395724571337446,-70.80957089289564,405.02421700289915
1694601575222575061,-34.3957250180682,-70.80957101466058,404.9932546033017
1694601575320729373,-34.39572545237575,-70.80957109186461,404.9721450267899
1694601575509819442,-34.395725839977025,-70.80957124485641,404.9187248868809
1694601575570167779,-34.3957262513259,-70.8095714531133,404.8675522523057
1694601575653536070,-34.395726646649216,-70.80957162137706,404.8135144733535
1694601575724466442,-34.395727097107226,-70.80957173436897,404.7692557423138
1694601575818900888,-34.395727468340745,-70.80957186527985,404.73048496062313
1694601575922842159,-34.39572786809507,-70.80957196233102,404.70595897628573
1694601576023493876,-34.395728243681035,-70.80957209585111,404.68660514851047
1694601576098262772,-34.395728711559016,-70.80957226477766,404.6337889792491
1694601576226368131,-34.39572917000962,-70.80957234762788,404.6032596782251
1694601576323746364,-34.395729573236565,-70.8095724649371,404.5716859639401
1694601576383818664,-34.395729961463914,-70.80957254162232,404.53306740953093
1694601576512497168,-34.395730393955866,-70.80957262833992,404.49161500235573
1694601576633985430,-34.395730777267694,-70.80957269762484,404.46765543437687
1694601576726241436,-34.395731165634864,-70.80957279801635,404.4374223221771
1694601576826701712,-34.39573159809968,-70.8095729222063,404.39119092823773
1694601576938448947,-34.39573199859414,-70.80957298254495,404.3995894136779
1694601577016254751,-34.395732471150446,-70.80957298697707,404.41343557571486
1694601577130497680,-34.395732907573326,-70.8095729842303,404.4276562210407
1694601577241154900,-34.395733345971365,-70.80957296394081,404.4419970258163
1694601577343790948,-34.39573380369931,-70.8095730174851,404.4372787461631
1694601577435757582,-34.39573428710428,-70.80957313154815,404.42981916412066
1694601577530356841,-34.39573473605831,-70.80957312393343,404.44415168182417
1694601577610794298,-34.39573514878548,-70.80957311485388,404.47171906754636
1694601577720670871,-34.39573558736429,-70.80957317046308,404.46923960630954
1694601577836852677,-34.39573604123719,-70.80957316799328,404.4862784195186
1694601577922036900,-34.395736463178245,-70.80957315640211,404.5013471086469
1694601578014281565,-34.395736885836904,-70.80957313690182,404.5112517681965
1694601578132180752,-34.395737319644816,-70.8095731625275,404.53967363616226
1694601578210124039,-34.395737752240834,-70.80957321011323,404.5447057966621
1694601578210124039,-34.39573813497213,-70.80957319198635,404.56856592602986
1694601578419256630,-34.39573854913439,-70.8095731422719,404.58573446471866
1694601578506621546,-34.39573898008509,-70.80957315452288,404.610690244742
1694601578632057702,-34.395739351201776,-70.80957320434905,404.6079015370543
1694601578697394530,-34.39573971379493,-70.8095732356299,404.61941836343595
1694601578875184081,-34.3957401065249,-70.80957323129269,404.62409911073644
1694601578915418483,-34.3957404940938,-70.80957327799706,404.6193667830149
1694601579028955802,-34.395740848669284,-70.80957335943889,404.62038131592993
